Company,Date,MarketCap,EnterpriseValue
SouthWest,11/29/1985,868094572,1001694572
SouthWest,10/31/1985,739150449,872750449
SouthWest,9/30/1985,701266915,834866915
SouthWest,8/30/1985,820784327,954384327
Delta,10/31/2022,21755521122,44223521122
Delta,9/30/2022,17991745437,39792745437
Delta,8/31/2022,19922019312,41723019312
Delta,7/29/2022,20390093792,42191093792
Delta,6/30/2022,18575503684,42120503684
Delta,5/31/2022,26725708645,50270708645
Delta,4/29/2022,27584726385,51129726385
Delta,3/31/2022,25367395640,48727395640
Delta,2/28/2022,25545996019,48905996019
Delta,1/31/2022,25398812174,48694812174
Delta,12/31/2021,25009930486,46004930486
Delta,11/30/2021,23168500211,44163500211
Delta,10/29/2021,25043740698,46038740698
Delta,9/30/2021,27270988784,47362988784
Delta,8/31/2021,25878157666,45970157666
Delta,7/30/2021,25532603632,45624603632
Delta,6/30/2021,27682717622,48912717622
Delta,5/31/2021,30498362904,51728362904
Delta,4/30/2021,30012231281,51242231281
Delta,3/31/2021,30882851764,52334851764
Delta,3/3/2021,30854391252,52306391252
Delta,2/26/2021,30592751120,52044751120
Delta,1/29/2021,24225408459,45677408459
Delta,12/31/2020,25661319129,45576319129
Delta,11/30/2020,25668805615,45583805615
Delta,11/27/2020,26185370399,46100370399
Delta,11/12/2020,21925305268,41840305268
Delta,10/30/2020,19540178982,39455178982
Delta,9/30/2020,19501914924,34578914924
Delta,9/24/2020,18504224201,33581224201
Delta,9/2/2020,19862859070,34939859070
Delta,8/31/2020,19677880614,34754880614
Delta,7/31/2020,15927282947,31004282947
Delta,7/20/2020,16724603880,31801603880
Delta,7/14/2020,16652628491,33656628491
Delta,6/30/2020,17891881725,34895881725
Delta,5/29/2020,16078619849,33082619849
Delta,5/28/2020,16366617905,33370617905
Delta,5/20/2020,14491409151,31495409151
Delta,5/11/2020,14038552615,31042552615
Delta,4/30/2020,16526074432,33530074432
Delta,3/31/2020,18197466957,32570466957
Delta,2/28/2020,29527535989,43900535989
Delta,1/31/2020,35678839281,50051839281
Delta,12/31/2019,37589289776,52094289776
Delta,11/29/2019,37064832962,51569832962
Delta,10/31/2019,35622596398,50127596398
Delta,9/30/2019,37252388390,51614388390
Delta,8/30/2019,37620607699,51982607699
Delta,7/31/2019,39688245661,54050245661
Delta,6/28/2019,37151175765,52752175765
Delta,5/31/2019,33714282853,49315282853
Delta,4/30/2019,38159331020,53760331020
Delta,3/29/2019,35067772561,49826772561
Delta,2/28/2019,33662345858,48421345858
Delta,1/31/2019,33560503344,48315503344
Delta,12/31/2018,33929229302,41362229302
Delta,11/30/2018,41623911337,49056911337
Delta,10/31/2018,37523911505,44956911505
Delta,9/28/2018,39979690177,47477690177
Delta,8/31/2018,40429055535,47927055535
Delta,7/31/2018,37622250379,45120250379
Delta,6/29/2018,34751166715,41430166715
Delta,5/31/2018,37914827634,44593827634
Delta,4/30/2018,36631124866,43310124866
Delta,3/30/2018,38745921151,44940921151
Delta,2/28/2018,38102629996,44297629996
Delta,1/31/2018,40131471333,46501471333
Delta,12/29/2017,39926495784,46296495784
Delta,11/30/2017,37730538515,44100538515
Delta,10/31/2017,35670046144,42040046144
Delta,9/29/2017,34912737111,40938737111
Delta,8/31/2017,34166985987,40192985987
Delta,7/31/2017,35738131560,41764131560
Delta,6/30/2017,38909383915,45486383915
Delta,5/31/2017,36161744098,42738744098
Delta,4/28/2017,33445749070,40022749070
Delta,3/31/2017,33804977781,37887977781
Delta,2/28/2017,36487377955,40570377955
Delta,1/31/2017,34521604939,38604604939
Delta,12/30/2016,36222760933,40635760933
Delta,11/30/2016,35479012437,39892012437
Delta,10/31/2016,30758786830,35171786830
Delta,9/30/2016,28984099824,33837099824
Delta,8/31/2016,27522357166,32375357166
Delta,7/29/2016,29020172522,33873172522
Delta,6/30/2016,27282706709,32819706709
Delta,5/31/2016,33533402401,39070402401
Delta,4/29/2016,32152252141,37689252141
Delta,3/31/2016,37560584499,42452584499
Delta,2/29/2016,37555255877,42447255877
Delta,1/29/2016,34492342961,39384342961
Delta,12/31/2015,39476560503,44466560503
Delta,11/30/2015,36539564431,41529564431
Delta,10/30/2015,39984318891,44974318891
Delta,9/30/2015,35289071374,40759071374
Delta,8/31/2015,34822538974,40292538974
Delta,7/31/2015,35267962040,40737962040
Delta,6/30/2015,32674963478,38671963478
Delta,5/29/2015,35035676603,41032676603
Delta,4/30/2015,36439715833,42436715833
Delta,3/31/2015,36700703138,43172703138
Delta,2/27/2015,36696574436,43168574436
Delta,1/30/2015,39042967003,44819967003
Delta,12/31/2014,40594452481,46371452481
Delta,11/28/2014,39060053364,44837053364
Delta,10/31/2014,33670150993,39447150993
Delta,9/30/2014,30255430236,36496430236
Delta,8/29/2014,33366176134,39607176134
Delta,7/31/2014,31579003486,37820003486
Delta,6/30/2014,32641191003,40027191003
Delta,5/30/2014,33840760064,41226760064
Delta,4/30/2014,31232358861,38618358861
Delta,3/31/2014,29383688149,36922688149
Delta,2/28/2014,28207873866,35746873866
Delta,1/31/2014,25999488679,33922488679
Delta,12/31/2013,23389142863,31312142863
Delta,11/29/2013,24793719718,32716719718
Delta,10/31/2013,22569300419,30492300419
Delta,9/30/2013,20182327403,28480327403
Delta,8/30/2013,16927364943,25225364943
Delta,7/31/2013,18214290813,26934290813
Delta,6/28/2013,16025960205,24745960205
Delta,5/31/2013,15426378583,24146378583
Delta,4/30/2013,14681184282,23401184282
Delta,3/29/2013,14059767277,23394767277
Delta,2/28/2013,12152203455,21487203455
Delta,1/31/2013,11828598878,21163598878
Delta,12/31/2012,10106142131,19441142131
Delta,11/30/2012,8504503210,17928503210
Delta,10/31/2012,8189836591,17613836591
Delta,9/28/2012,7788852882,17290852882
Delta,8/31/2012,7355194042,16857194042
Delta,7/31/2012,8205505492,17707505492
Delta,6/29/2012,9303547991,18809547991
Delta,5/31/2012,10280632940,19786632940
Delta,4/30/2012,9312044382,18818044382
Delta,3/30/2012,8383327121,18559327121
Delta,2/29/2012,8294547560,18470547560
Delta,1/31/2012,8920232085,19096232085
Delta,12/30/2011,6853398843,18082398843
Delta,11/30/2011,6878813177,18107813177
Delta,10/31/2011,7217670969,18446670969
Delta,9/30/2011,6353583600,17582583600
Delta,8/31/2011,6370852131,17209852131
Delta,7/29/2011,6675434703,17514434703
Delta,6/30/2011,7758394959,18597394959
Delta,5/31/2011,8526053602,19856053602
Delta,4/29/2011,8779805197,20109805197
Delta,3/31/2011,8284231961,19614231961
Delta,2/28/2011,9383486210,21025486210
Delta,1/31/2011,9742462995,21384462995
Delta,12/31/2010,10517517649,22159517649
Delta,11/30/2010,10792432357,22282432357
Delta,10/29/2010,10954161059,22444161059
Delta,9/30/2010,9183034550,20673034550
Delta,8/31/2010,8251364901,19600364901
Delta,7/30/2010,9371531073,20720531073
Delta,6/30/2010,9268980649,20617980649
Delta,5/31/2010,10725719708,26720719708
Delta,4/30/2010,9540993672,25535993672
Delta,3/31/2010,11488003584,27483003584
Delta,2/26/2010,10148201210,25881201210
Delta,1/29/2010,9587767008,25320767008
Delta,12/31/2009,8921405441,24654405441
Delta,11/30/2009,6384283550,22103283550
Delta,10/30/2009,5565785659,21284785659
Delta,9/30/2009,6984515336,22703515336
Delta,8/31/2009,5614593975,21272593975
Delta,7/31/2009,5389077043,21047077043
Delta,6/30/2009,4502562205,20160562205
Delta,5/29/2009,4483263114,20858263114
Delta,4/30/2009,4761055665,21136055665
Delta,3/31/2009,4344366839,20719366839
Delta,2/27/2009,3511628526,20177628526
Delta,1/30/2009,4817144499,21483144499
Delta,12/31/2008,8000648690,24666648690
Delta,11/28/2008,2718256411,9776256411
Delta,10/31/2008,3387792894,10445792894
Delta,9/30/2008,2298639077,9356639077
Delta,8/29/2008,2470644455,8262644455
Delta,7/31/2008,2291347994,8083347994
Delta,6/30/2008,1732186149,7524186149
Delta,5/30/2008,1796844645,8320844645
Delta,4/30/2008,2486365517,9010365517
Delta,3/31/2008,2512660804,9036660804
Delta,2/29/2008,3901097764,10115097764
Delta,1/31/2008,4915090966,11129090966
Delta,12/31/2007,4351240613,10565240613
Delta,11/30/2007,5317721766,11261721766
Delta,10/31/2007,5597601859,11541601859
Delta,9/28/2007,4830622758,9750622758
Delta,8/31/2007,4062512824,8982512824
Delta,7/31/2007,4288742803,9208742803
Delta,6/29/2007,4741202762,9869202762
Delta,5/31/2007,3759249618,8887249618
Delta,4/30/2007,4035519932,9163519932
