Airline,Time,Quarter,Amount,Type,Source
Delta,20202,202004,"($5,717,000,000.00)","($1,905,666,667.00)",NetIncome
Delta,20202,202005,"($5,717,000,000.00)","($1,905,666,667.00)",NetIncome
Delta,20202,202006,"($5,717,000,000.00)","($1,905,666,667.00)",NetIncome
Delta,20203,202007,"($5,379,000,000.00)","($1,793,000,000.00)",NetIncome
Delta,20203,202008,"($5,379,000,000.00)","($1,793,000,000.00)",NetIncome
Delta,20203,202009,"($5,379,000,000.00)","($1,793,000,000.00)",NetIncome
Delta,20204,202010,"($755,000,000.00)","($251,666,667.00)",NetIncome
Delta,20204,202011,"($755,000,000.00)","($251,666,667.00)",NetIncome
Delta,20204,202012,"($755,000,000.00)","($251,666,667.00)",NetIncome
Delta,20211,202101,"($1,177,000,000.00)","($392,333,334.00)",NetIncome
Delta,20211,202102,"($1,177,000,000.00)","($392,333,334.00)",NetIncome
Delta,20211,202103,"($1,177,000,000.00)","($392,333,334.00)",NetIncome
Delta,20212,202104,"$652,000,000.00 ","$217,333,334.00 ",NetIncome
Delta,20212,202105,"$652,000,000.00 ","$217,333,334.00 ",NetIncome
Delta,20212,202106,"$652,000,000.00 ","$217,333,334.00 ",NetIncome
Delta,20213,202107,"$1,212,000,000.00 ","$404,000,000.00 ",NetIncome
Delta,20213,202108,"$1,212,000,000.00 ","$404,000,000.00 ",NetIncome
Delta,20213,202109,"$1,212,000,000.00 ","$404,000,000.00 ",NetIncome
Delta,20214,202110,"($407,000,000.00)","($135,666,667.00)",NetIncome
Delta,20214,202111,"($407,000,000.00)","($135,666,667.00)",NetIncome
Delta,20214,202112,"($407,000,000.00)","($135,666,667.00)",NetIncome
Delta,20221,202201,"($940,000,000.00)","($313,333,334.00)",NetIncome
Delta,20221,202202,"($940,000,000.00)","($313,333,334.00)",NetIncome
Delta,20221,202203,"($940,000,000.00)","($313,333,334.00)",NetIncome
Delta,20222,202204,"$735,000,000.00 ","$245,000,000.00 ",NetIncome
Delta,20222,202205,"$735,000,000.00 ","$245,000,000.00 ",NetIncome
Delta,20222,202206,"$735,000,000.00 ","$245,000,000.00 ",NetIncome
Delta,20223,202207,"$695,000,000.00 ","$231,666,667.00 ",NetIncome
Delta,20223,202208,"$695,000,000.00 ","$231,666,667.00 ",NetIncome
Delta,20223,202209,"$695,000,000.00 ","$231,666,667.00 ",NetIncome
Delta,20171,201701,"$9,101,000,000.00 ","$3,033,666,667.00 ",Revenue
Delta,20171,201702,"$9,101,000,000.00 ","$3,033,666,667.00 ",Revenue
Delta,20171,201703,"$9,101,000,000.00 ","$3,033,666,667.00 ",Revenue
Delta,20172,201704,"$10,747,000,000.00 ","$3,582,333,334.00 ",Revenue
Delta,20172,201705,"$10,747,000,000.00 ","$3,582,333,334.00 ",Revenue
Delta,20172,201706,"$10,747,000,000.00 ","$3,582,333,334.00 ",Revenue
Delta,20173,201707,"$11,061,000,000.00 ","$3,687,000,000.00 ",Revenue
Delta,20173,201708,"$11,061,000,000.00 ","$3,687,000,000.00 ",Revenue
Delta,20173,201709,"$11,061,000,000.00 ","$3,687,000,000.00 ",Revenue
Delta,20174,201710,"$10,229,000,000.00 ","$3,409,666,667.00 ",Revenue
Delta,20174,201711,"$10,229,000,000.00 ","$3,409,666,667.00 ",Revenue
Delta,20174,201712,"$10,229,000,000.00 ","$3,409,666,667.00 ",Revenue
Delta,20181,201801,"$9,968,000,000.00 ","$3,322,666,667.00 ",Revenue
Delta,20181,201802,"$9,968,000,000.00 ","$3,322,666,667.00 ",Revenue
Delta,20181,201803,"$9,968,000,000.00 ","$3,322,666,667.00 ",Revenue
Delta,20182,201804,"$11,775,000,000.00 ","$3,925,000,000.00 ",Revenue
Delta,20182,201805,"$11,775,000,000.00 ","$3,925,000,000.00 ",Revenue
Delta,20182,201806,"$11,775,000,000.00 ","$3,925,000,000.00 ",Revenue
Delta,20183,201807,"$11,953,000,000.00 ","$3,984,333,334.00 ",Revenue
Delta,20183,201808,"$11,953,000,000.00 ","$3,984,333,334.00 ",Revenue
Delta,20183,201809,"$11,953,000,000.00 ","$3,984,333,334.00 ",Revenue
Delta,20184,201810,"$10,742,000,000.00 ","$3,580,666,667.00 ",Revenue
Delta,20184,201811,"$10,742,000,000.00 ","$3,580,666,667.00 ",Revenue
Delta,20184,201812,"$10,742,000,000.00 ","$3,580,666,667.00 ",Revenue
Delta,20191,201901,"$10,472,000,000.00 ","$3,490,666,667.00 ",Revenue
Delta,20191,201902,"$10,472,000,000.00 ","$3,490,666,667.00 ",Revenue
Delta,20191,201903,"$10,472,000,000.00 ","$3,490,666,667.00 ",Revenue
Delta,20192,201904,"$12,536,000,000.00 ","$4,178,666,667.00 ",Revenue
Delta,20192,201905,"$12,536,000,000.00 ","$4,178,666,667.00 ",Revenue
Delta,20192,201906,"$12,536,000,000.00 ","$4,178,666,667.00 ",Revenue
Delta,20193,201907,"$12,560,000,000.00 ","$4,186,666,667.00 ",Revenue
Delta,20193,201908,"$12,560,000,000.00 ","$4,186,666,667.00 ",Revenue
Delta,20193,201909,"$12,560,000,000.00 ","$4,186,666,667.00 ",Revenue
Delta,20194,201910,"$11,439,000,000.00 ","$3,813,000,000.00 ",Revenue
Delta,20194,201911,"$11,439,000,000.00 ","$3,813,000,000.00 ",Revenue
Delta,20194,201912,"$11,439,000,000.00 ","$3,813,000,000.00 ",Revenue
Delta,20201,202001,"$8,592,000,000.00 ","$2,864,000,000.00 ",Revenue
Delta,20201,202002,"$8,592,000,000.00 ","$2,864,000,000.00 ",Revenue
Delta,20201,202003,"$8,592,000,000.00 ","$2,864,000,000.00 ",Revenue
Delta,20202,202004,"$1,468,000,000.00 ","$489,333,334.00 ",Revenue
Delta,20202,202005,"$1,468,000,000.00 ","$489,333,334.00 ",Revenue
Delta,20202,202006,"$1,468,000,000.00 ","$489,333,334.00 ",Revenue
Delta,20203,202007,"$3,062,000,000.00 ","$1,020,666,667.00 ",Revenue
Delta,20203,202008,"$3,062,000,000.00 ","$1,020,666,667.00 ",Revenue
Delta,20203,202009,"$3,062,000,000.00 ","$1,020,666,667.00 ",Revenue
Delta,20204,202010,"$3,973,000,000.00 ","$1,324,333,334.00 ",Revenue
Delta,20204,202011,"$3,973,000,000.00 ","$1,324,333,334.00 ",Revenue
Delta,20204,202012,"$3,973,000,000.00 ","$1,324,333,334.00 ",Revenue
Delta,20211,202101,"$4,150,000,000.00 ","$1,383,333,334.00 ",Revenue
Delta,20211,202102,"$4,150,000,000.00 ","$1,383,333,334.00 ",Revenue
Delta,20211,202103,"$4,150,000,000.00 ","$1,383,333,334.00 ",Revenue
Delta,20212,202104,"$7,126,000,000.00 ","$2,375,333,334.00 ",Revenue
Delta,20212,202105,"$7,126,000,000.00 ","$2,375,333,334.00 ",Revenue
Delta,20212,202106,"$7,126,000,000.00 ","$2,375,333,334.00 ",Revenue
Delta,20213,202107,"$9,154,000,000.00 ","$3,051,333,334.00 ",Revenue
Delta,20213,202108,"$9,154,000,000.00 ","$3,051,333,334.00 ",Revenue
Delta,20213,202109,"$9,154,000,000.00 ","$3,051,333,334.00 ",Revenue
Delta,20214,202110,"$9,469,000,000.00 ","$3,156,333,334.00 ",Revenue
Delta,20214,202111,"$9,469,000,000.00 ","$3,156,333,334.00 ",Revenue
Delta,20214,202112,"$9,469,000,000.00 ","$3,156,333,334.00 ",Revenue
Delta,20221,202201,"$9,348,000,000.00 ","$3,116,000,000.00 ",Revenue
Delta,20221,202202,"$9,348,000,000.00 ","$3,116,000,000.00 ",Revenue
Delta,20221,202203,"$9,348,000,000.00 ","$3,116,000,000.00 ",Revenue
Delta,20222,202204,"$13,824,000,000.00 ","$4,608,000,000.00 ",Revenue
Delta,20222,202205,"$13,824,000,000.00 ","$4,608,000,000.00 ",Revenue
Delta,20222,202206,"$13,824,000,000.00 ","$4,608,000,000.00 ",Revenue
Delta,20223,202207,"$13,975,000,000.00 ","$4,658,333,334.00 ",Revenue
Delta,20223,202208,"$13,975,000,000.00 ","$4,658,333,334.00 ",Revenue
Delta,20223,202209,"$13,975,000,000.00 ","$4,658,333,334.00 ",Revenue
